color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,country,budget,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,title_year,gross_inflation,,,,
Color,Paul Feig,270,123,176,749,William Xifaras,975,159578352,Action,Michael Rapaport,The Heat,133177,4825,Demián Bichir,USA,43000000,815,6.6,2.35,24000,2013,175128125.5,,,,
Color,Kirk De Micco,257,98,16,12000,Emma Stone,16000,187165546,Adventure,Ryan Reynolds,The Croods,150618,43286,Nicolas Cage,USA,135000000,15000,7.3,2.35,28000,2013,205403495,,,,
Color,Marc Forster,654,123,395,1000,Brad Pitt,17000,202351611,Action,Peter Capaldi,World War Z,465019,32392,Mireille Enos,USA,190000000,11000,7,2.35,129000,2013,222069333.9,,,,
Color,Alan Taylor,486,112,230,12000,Natalie Portman,26000,206360018,Action,Chris Hemsworth,Thor: The Dark World,414070,59803,Anthony Hopkins,USA,170000000,20000,7.1,2.35,63000,2013,226468331.6,,,,
Color,J.J. Abrams,590,132,14000,928,Bruce Greenwood,19000,228756232,Action,Benedict Cumberbatch,Star Trek Into Darkness,395573,21411,Noel Clarke,USA,190000000,981,7.8,2.35,92000,2013,251046897.1,,,,
Color,Sam Raimi,525,130,0,11000,Mila Kunis,44000,234903076,Adventure,Tim Holmes,Oz the Great and Powerful,175409,73441,James Franco,USA,215000000,15000,6.4,2.35,60000,2013,257792707.2,,,,
Color,Sam Raimi,525,130,0,11000,Mila Kunis,44000,234903076,Adventure,Tim Holmes,Oz the Great and Powerful,175413,73441,James Franco,USA,215000000,15000,6.4,2.35,60000,2013,257792707.2,,,,
Color,Peter Jackson,509,186,0,773,Adam Brown,5000,258355354,Adventure,Aidan Turner,The Hobbit: The Desolation of Smaug,483540,9152,James Nesbitt,USA,225000000,972,7.9,2.35,83000,2013,283530242.7,,,,
Color,Dan Scanlon,376,104,37,760,Tyler Labine,12000,268488329,Adventure,Steve Buscemi,Monsters University,235025,14863,Sean Hayes,USA,200000000,779,7.3,1.85,44000,2013,294650603.9,,,,
Color,Alfonso Cuarón,738,91,0,13,Basher Savage,39,274084951,Adventure,Phaldut Sharma,Gravity,582917,87,Amy Warren,UK,100000000,23,7.8,2.35,147000,2013,300792576.8,,,,
Color,Zack Snyder,733,143,0,748,Christopher Meloni,15000,291021565,Action,Henry Cavill,Man of Steel,548573,20495,Harry Lennix,USA,225000000,3000,7.2,2.35,118000,2013,319379543.2,,,,
Color,Pierre Coffin,306,98,275,1000,Miranda Cosgrove,7000,368049635,Animation,Steve Carell,Despicable Me 2,286877,11905,Steve Coogan,USA,76000000,2000,7.5,1.85,56000,2013,403913449.8,,,,
Color,Chris Buck,406,102,69,490,Maurice LaMarche,1000,400736600,Adventure,Josh Gad,Frozen,421658,2582,Livvy Stubenrauch,USA,150000000,523,7.6,2.24,58000,2013,439785526.7,,,,
Color,Shane Black,608,195,1000,3000,Jon Favreau,21000,408992272,Action,Robert Downey Jr.,Iron Man 3,557489,30426,Don Cheadle,USA,200000000,4000,7.2,2.35,95000,2013,448845655.1,,,,
Color,Francis Lawrence,502,146,508,523,Josh Hutcherson,34000,424645577,Adventure,Jennifer Lawrence,The Hunger Games: Catching Fire,498397,49355,Sandra Ellis Lafferty,USA,130000000,14000,7.6,2.35,82000,2013,466024263.2,,,,
Color,,13,42,,442,Kirk Acevedo,757,,Adventure,Amanda Schull,12 Monkeys,20839,3309,Tom Noonan,USA,,641,7.6,16,12000,2013,0,,,,
Color,Craig Moss,29,80,19,73,Ashley Martin,319,,Comedy,French Stewart,30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo,2978,845,Olivia Alexander,USA,3000000,302,2.6,1.85,2000,2013,0,,,,
Color,Benjamin Roberds,13,76,0,0,Maxwell Moody,0,,Drama,Eva Boehnke,A Plague So Pleasant,38,0,David Chandler,USA,1400,0,6.3,,16,2013,0,,,,
Color,Malcolm Goodwin,,96,117,281,Jon Gries,948,,Comedy,Katrina Bowden,A True Story,181,2058,Kelen Coleman,USA,45000,482,5.5,2.35,72,2013,0,,,,
Color,Richard Boddington,11,90,15,120,CJ Adams,900,,Adventure,Natasha Henstridge,Against the Wild,840,1724,Erin Pitt,Canada,2000000,450,4.7,,326,2013,0,,,,
Color,Zoran Lisinac,17,108,0,142,Brock Baker,431,,Comedy,Matthew Emerick,Along the Roadside,330,1087,Sheldon Bailey,USA,250000,297,7.1,1.85,231,2013,0,,,,
 Black and White,Deborah Anderson,16,66,4,232,Jesse Jane,502,,Documentary,Lisa Ann,Aroused,502,1796,Kayden Kross,USA,150000,366,5.3,,207,2013,0,,,,
Color,Blair Erickson,78,87,0,302,Katia Winter,696,,Horror,Monique Candelaria,Banshee Chapter,6265,1618,Michael McMillian,Germany,950000,371,5.5,,2000,2013,0,,,,
Color,Shekar,1,,0,0,Diganth,5,,Comedy,Bhama,Barfi,57,5,Dileep Raj,India,,0,7.1,,2,2013,0,,,,
Color,Jay Oliva,44,148,41,739,Mark Valley,2000,,Action,Michael Emerson,"Batman: The Dark Knight Returns, Part 2",30434,5526,Grey Griffin,USA,3500000,774,8.4,,5000,2013,0,,,,
Color,Dave Carroll,10,92,0,,,0,,Documentary,Chris 'Wonder' Schoeck,Bending Steel,53,0,,USA,50000,,7.9,16,33,2013,0,,,,
Color,Brad Copeland,9,87,8,424,Ben Schwartz,34000,,Comedy,Sunil Narkar,Coffee Town,4204,35796,Glenn Howerton,USA,2000000,463,6.6,2.35,0,2013,0,,,,
Color,Travis Legge,1,90,138,138,Suzi Lorraine,370,,Comedy,Kristen Seavey,Dry Spell,114,841,Travis Legge,USA,22000,184,3.3,1.78,200,2013,0,,,,
Color,Patrick Ryan Sims,5,81,0,10,Hugh Mun,416,,Action,Claire Gordon-Harper,Echo Dr.,101,459,Johnathan Hurley,USA,100000,18,3.6,1.78,17,2013,0,,,,
Color,Youssef Delara,17,88,8,471,David Bianchi,2000,,Thriller,Noel Gugliemi,Enter the Dangerous Mind,704,4469,Jason Priestley,USA,800000,715,5.2,2.35,406,2013,0,,,,
Color,Pan Nalin,19,115,95,0,Pant Shirt Baba,0,,Biography,Bhole Baba,Faith Connections,113,0,Shriman Umeshanad Brahmachari,India,550000,0,7,1.85,126,2013,0,,,,
Color,Alan Yuen,23,118,0,30,Michael Wong,483,,Action,Andy Lau,Firestorm,1904,635,Terence Yin,China,,91,6.2,2.35,332,2013,0,,,,
Color,James Nunn,25,93,16,376,Mark Wingett,1000,,Action,Spencer Wilding,Green Street 3: Never Back Down,3740,2284,Kacey Clarke,UK,,524,5.4,2.35,0,2013,0,,,,
Color,Duane Journey,46,86,2,555,Lara Flynn Boyle,707,,Comedy,Molly C. Quinn,Hansel & Gretel Get Baked,2806,2634,Lochlyn Munro,USA,4500000,619,4.3,1.78,0,2013,0,,,,
 Black and White,Aleksey German,121,177,23,0,Yuriy Tsurilo,4,,Drama,Leonid Yarmolnik,Hard to Be a God,2518,8,Valentin Golubenko,Russia,7000000,4,6.7,1.66,1000,2013,0,,,,
Color,Shinji Aramaki,62,115,21,47,Yû Aoi,173,,Adventure,Shun Oguri,Harlock: Space Pirate,8227,386,Haruma Miura,Japan,30000000,59,6.5,2.35,0,2013,0,,,,
Color,Amat Escalante,87,105,50,8,Andrea Vergara,327,,Crime,Kenny Johnston,Heli,3499,351,Gabriel Reyes,Mexico,1000000,9,6.8,1.85,0,2013,0,,,,
Color,Damir Catic,,89,2,0,Ron Gelner,5,,Horror,Nichole Ceballos,Her Cry: La Llorona Investigation,23,5,Parker Riggs,USA,60000,0,5.4,,48,2013,0,,,,
Color,W.D. Hogan,10,90,4,91,Keenan Tracey,433,,Action,Tom Everett Scott,Independence Daysaster,761,984,Nicholas Carella,Canada,1800000,108,3.4,,566,2013,0,,,,
Color,Anthony Silverston,39,85,0,912,Steve Buscemi,14000,,Adventure,Liam Neeson,Khumba,4006,29488,Loretta Devine,South Africa,20000000,12000,5.8,,0,2013,0,,,,
Color,David Hunt,1,112,0,11,Chris Cleveland,86,,Horror,Matthew Alan,Living Dark: The Story of Ted the Caver,28,139,Circus-Szalewski,USA,1750000,42,6.3,1.85,73,2013,0,,,,
Color,Matthew Watts,3,86,0,304,Cheyenne Jackson,873,,Comedy,Jennifer Lafleur,Mutual Friends,64,2830,Michael Stahl-David,USA,450000,469,6.8,,31,2013,0,,,,
Color,Douglas Aarniokoski,129,84,36,899,Katrina Bowden,1000,,Horror,Boris Kodjoe,Nurse 3D,7286,4686,Kathleen Turner,USA,10000000,948,4.6,2.35,0,2013,0,,,,
,Dave Rodriguez,9,98,11,636,Michael Rapaport,979,,Comedy,Chazz Palminteri,Once Upon a Time in Queens,291,4036,Paul Sorvino,USA,1500000,975,6.3,1.89,283,2013,0,,,,
Color,Marcio Garcia,9,85,74,47,Kristi Clainos,652,,Action,John Savage,Open Road,1370,844,Emily Nelson,Brazil,3000000,124,5.5,2.35,433,2013,0,,,,
Color,Danny Pang,23,107,15,27,Angelica Lee,82,,Action,Louis Koo,Out of Inferno,625,151,Ching Wan Lau,China,,39,5.7,1.85,124,2013,0,,,,
Color,Eric England,15,81,15,93,Ace Marrero,847,,Drama,Jack E. Curenton,Roadside,268,1151,Alan Pietruszewski,USA,,94,4.1,16,61,2013,0,,,,
Color,Anthony C. Ferrante,139,97,48,689,John Heard,984,,Horror,Ian Ziering,Sharknado,34532,3075,Cassandra Scerbo,USA,1000000,697,3.3,1.78,93000,2013,0,,,,
Color,Scott Smith,1,87,2,318,Daphne Zuniga,637,,Comedy,Eric Mabius,Signed Sealed Delivered,629,2283,Crystal Lowe,Canada,,470,7.7,,84,2013,0,,,,
Color,James Cox,12,91,10,293,Powers Boothe,924,,Comedy,Jon Mack,Straight A's,3605,2654,Josh Meyers,USA,2000000,472,5.7,,0,2013,0,,,,
Color,Amal Al-Agroobi,,62,58,,,,,Documentary,,The Brain That Sings,18,0,,United Arab Emirates,125000,,8.2,,54,2013,0,,,,
Color,Matt Johnson,73,83,8,8,Shailene Garnett,111,,Crime,Paul Daniel Ayotte,The Dirties,3885,147,Matt Johnson,Canada,,19,6.7,,1000,2013,0,,,,
Color,Andrew Hyatt,12,95,7,89,Brit Morgan,236,,Horror,Noah Segan,The Frozen,1488,537,Sedona James,USA,250000,206,4.4,,519,2013,0,,,,
Color,Aleksandr Veledinskiy,8,120,0,22,Elena Lyadova,114,,Adventure,Konstantin Khabenskiy,The Geographer Drank His Globe Away,2488,183,Eugenia Khirivskaya,Russia,4000000,45,7.5,,282,2013,0,,,,
Color,Tom Elkins,79,101,14,559,Cicely Tyson,1000,,Drama,Abigail Spencer,The Haunting in Connecticut 2: Ghosts of Georgia,13167,3164,Brad James,USA,9000000,907,5.3,2.35,0,2013,0,,,,
Color,Michael Walker,8,98,5,233,Annabella Sciorra,587,,Thriller,Paula Garcés,The Maid's Room,719,1707,John Brodsky,USA,600000,448,4.5,,128,2013,0,,,,
Color,Jehane Noujaim,68,108,63,5,Ahmed Hassan,161,,Documentary,Khalid Abdalla,The Square,6678,176,Aida Elkashef,Egypt,1500000,10,8.1,1.85,0,2013,0,,,,
Color,Joe Marino,9,76,0,0,Anella Vastola,12,,Horror,Piero Maggiò,The Vatican Exorcisms,332,12,Joe Marino,Italy,1100000,0,2.6,2.35,200,2013,0,,,,
Color,Chad Hartigan,34,83,3,69,Paul Eenhoorn,695,,Drama,Jan Haley,This Is Martin Bonner,733,1438,Demetrius Grosse,USA,42000,571,6.6,16,234,2013,0,,,,
Color,Travis Romero,5,67,4,2000,Lorraine Ziff,260000,,Drama,Matthew Ziff,Treachery,344,283939,Michael Biehn,USA,625000,21000,3.9,,0,2013,0,,,,
Color,Analeine Cal y Mayor,10,92,4,140,Douglas Smith,943,,Comedy,Zoë Kravitz,Treading Water,421,1795,Kim Ly,Mexico,4700000,480,6.2,,199,2013,0,,,,
Color,Juan José Campanella,82,106,195,0,Diego Ramos,20,,Adventure,Pablo Rago,Underdogs,6920,30,Gabriel Almirón,Spain,22000000,10,6.7,2.35,0,2013,0,,,,
Color,Sam Martin,1,66,0,0,Steve Duin,0,,Documentary,Sam Adams,UnDivided,6,0,Jeff Jacob,USA,250000,0,7.8,,53,2013,0,,,,
Color,K. King,150,93,3,115,Shona Kay,214,,Action,Jason K. Wixom,Zombie Hunter,2057,656,Jarrod Phillips,USA,1000000,211,3.5,2.35,0,2013,0,,,,
Color,Jérôme Salle,69,110,22,44,Tanya van Graan,5000,,Crime,Orlando Bloom,Zulu,12817,5273,Conrad Kemp,France,16000000,170,6.7,2.35,0,2013,0,,,,
Color,Ekachai Uekrongtham,66,96,3,305,Mike Dopud,2000,162,Action,Michael Jai White,Skin Trade,5228,2802,Celina Jade,Thailand,9000000,368,5.7,2.35,0,2014,174.9477646,,,,
Color,Bruce Dellis,10,95,0,309,Ricky Schroder,685,2468,Thriller,Tatyana Ali,Locker 13,241,2048,Jon Polito,USA,300000,665,4.8,1.85,261,2014,2665.253599,,,,
Color,Sara Newens,18,80,0,0,Xinhua Jiang,0,5858,Documentary,Ariel Hsing,Top Spin,260,0,Michael Landers,USA,150000,0,7.1,,116,2014,6326.197562,,,,
Color,Ernie Barbarash,29,103,249,261,Michael J. Morris,2000,8691,Action,Michael Jai White,Falcon Rising,4952,3089,Lateef Crowder,USA,4500000,298,5.8,,0,2014,9385.623593,,,,
Color,Stephen Daldry,101,114,335,14,Selton Mello,585,10230,Adventure,Wagner Moura,Trash,14437,679,Daniel Zettel,UK,,68,7.2,2.35,0,2014,11047.62736,,,,
Color,Kate Barker-Froyland,43,86,4,444,Shawn Parsons,11000,20200,Drama,Anne Hathaway,Song One,6797,12772,Li Jun Li,USA,6000000,485,5.8,,0,2014,21814.47435,,,,
Color,Karim Aïnouz,70,106,19,9,Clemens Schick,585,20262,Drama,Wagner Moura,Futuro Beach,1738,629,Jesu�ta Barbosa,Brazil,4000000,29,6.1,2.35,278,2014,21881.42967,,,,
Color,Catherine Gund,10,82,0,0,Sarah Callan,0,21199,Action,Elizabeth Streb,Born to Fly: Elizabeth Streb vs. Gravity,40,0,Laura Flanders,USA,500000,0,6.8,,44,2014,22893.3189,,,,
Color,Akiva Goldsman,189,118,167,778,William Hurt,20000,22451,Drama,Matt Bomer,Winter's Tale,41288,22447,Kevin Corrigan,USA,60000000,882,6.2,2.35,17000,2014,24245.38434,,,,
Color,Joe Swanberg,65,82,217,442,Lena Dunham,10000,30084,Comedy,Anna Kendrick,Happy Christmas,5507,11642,Mark Webber,USA,70000,969,5.6,1.85,812,2014,32488.44784,,,,
Color,Shane Dawson,6,93,247,152,Kurt Angle,247,35688,Comedy,Shane Dawson,Not Cool,4167,954,Cherami Leigh,USA,600000,217,5.1,,0,2014,38540.34459,,,,
Color,William H. Macy,44,105,0,394,Felicity Huffman,745,37440,Comedy,Billy Crudup,Rudderless,12672,1986,David Adam Flannery,USA,5000000,508,7.5,,0,2014,40432.37226,,,,
Color,Claudia Llosa,56,97,43,47,Zen McGrath,144,52961,Drama,Ian Tracey,Aloft,2103,326,William Shimell,Spain,8000000,63,5.3,2.35,675,2014,57193.88001,,,,
Color,Kief Davidson,43,93,0,0,Brian Whitaker,20,100240,Documentary,G.W. Krauss,A Lego Brickumentary,1220,28,Jason Bateman,Denmark,1000000,8,6.8,,0,2014,108251.6292,,,,
Color,Andrea Di Stefano,106,120,30,55,Brady Corbet,14000,106869,Crime,Josh Hutcherson,Escobar: Paradise Lost,13762,14492,Carlos Bardem,France,17000000,287,6.6,,0,2014,115410.4485,,,,
Color,Teddy Chan,65,100,3,55,Charlie Yeung,79,129115,Action,Siu-Wong Fan,Kung Fu Killer,5900,285,Wai-Keung Lau,China,25000000,68,6.5,2.35,0,2014,139434.4483,,,,
Color,Richard LaGravenese,81,94,98,89,Jeremy Jordan,10000,137945,Comedy,Anna Kendrick,The Last Five Years,6223,10869,Charly Bivona,USA,,773,5.9,2.35,0,2014,148970.1814,,,,
Color,Richard Raymond,31,104,10,196,Reece Ritchie,507,143653,Biography,Tom Cullen,Desert Dancer,1177,1281,Marama Corlett,UK,4000000,236,6,2.35,0,2014,155134.3903,,,,
Color,Mathieu Amalric,92,76,412,3,Léa Drucker,412,231186,Crime,Mathieu Amalric,The Blue Room,2082,421,Laurent Poitrenaux,France,,4,6.3,1.33,389,2014,249663.4192,,,,
Color,Andrew Niccol,166,102,487,118,Zoë Kravitz,991,316842,Drama,Bruce Greenwood,Good Kill,15756,2099,Stafford Douglas,USA,,943,6.4,2.35,0,2014,342165.4298,,,,
Color,Mike Cahill,140,106,135,11,Cara Seymour,7000,334658,Drama,Steven Yeun,I Origins,75633,7098,Venida Evans,USA,,71,7.3,2.39,32000,2014,361405.3642,,,,
Color,Yimou Zhang,85,109,611,4,Daoming Chen,878,377420,Drama,Li Gong,Coming Home,2789,900,Ni Yan,China,,10,7.3,2.35,0,2014,407585.0945,,,,
Color,James Manera,12,99,0,361,Greg Germann,578,830210,Drama,Joaquim de Almeida,Atlas Shrugged: Who Is John Galt?,1900,3382,Kristoffer Polaha,USA,5000000,435,4.4,,0,2014,896564.0966,,,,
Color,Kevin Smith,254,102,0,387,Haley Joel Osment,40000,1821983,Comedy,Johnny Depp,Tusk,31089,43810,Michael Parks,USA,3000000,3000,5.4,2.35,20000,2014,1967604.031,,,,
Color,Tommy Lee Jones,208,122,0,567,Tim Blake Nelson,883,2428883,Drama,Barry Corbin,The Homesman,21370,2896,Miranda Otto,USA,16000000,596,6.6,2.35,0,2014,2623010.193,,,,
Color,Michael Cuesta,163,112,52,688,Paz Vega,10000,2445646,Biography,Jeremy Renner,Kill the Messenger,32382,12897,Robert Pralgo,USA,5000000,963,7,2.35,13000,2014,2641112.967,,,,
Color,Rowan Joffe,149,92,17,231,Ben Crompton,14000,2963012,Drama,Colin Firth,Before I Go to Sleep,48873,14617,Anne-Marie Duff,UK,22000000,257,6.3,2.35,11000,2014,3199829.172,,,,
Color,Jon Stewart,129,103,593,241,Claire Foy,374,3093491,Biography,Numan Acar,Rosewater,8307,1283,Haluk Bilginer,USA,5000000,362,6.6,1.85,5000,2014,3340736.637,,,,
Color,Gillian Robespierre,155,84,9,313,Jenny Slate,612,3122616,Comedy,Gaby Hoffmann,Obvious Child,16594,1587,Jake Lacy,USA,,457,6.8,2.35,0,2014,3372189.438,,,,
Color,Zach Braff,149,106,0,379,Josh Gad,17000,3588432,Comedy,Jim Parsons,Wish I Was Here,29341,18947,Michael Weston,USA,6000000,1000,6.7,2.35,0,2014,3875235.536,,,,
Color,Mike Leigh,262,150,608,43,Ruth Sheen,149,3958500,Biography,Lesley Manville,Mr. Turner,17933,390,Karl Johnson,UK,8200000,44,6.8,2.35,0,2014,4274881.026,,,,
Color,Russell Crowe,183,111,0,234,Ryan Corr,523,4190530,Drama,Cem Yilmaz,The Water Diviner,53341,1795,Steve Bastoni,Australia,22500000,468,7.1,2.35,18000,2014,4525455.901,,,,
Color,Craig Johnson,185,93,7,180,Boyd Holbrook,3000,5283379,Comedy,Ty Burrell,The Skeleton Twins,31254,3986,Kathleen Rose Perkins,USA,,439,6.8,2.35,0,2014,5705650.281,,,,
Color,J.C. Chandor,350,125,78,745,Ashley Williams,1000,5749134,Action,David Oyelowo,A Most Violent Year,45799,3979,Albert Brooks,USA,20000000,969,7,2.35,0,2014,6208630.504,,,,
Color,Evan Goldberg,293,112,133,365,Randall Park,11000,6105175,Comedy,James Franco,The Interview,247020,12239,Anders Holm,USA,44000000,392,6.6,2.35,50000,2014,6593127.893,,,,
Color,Noah Baumbach,270,97,387,64,Maria Dizzia,6000,7574066,Comedy,Naomi Watts,While We're Young,30325,6322,Dree Hemingway,USA,10000000,139,6.3,1.85,0,2014,8179419.232,,,,
Color,Paul Thomas Anderson,401,148,0,175,Katherine Waterston,204,8093318,Comedy,Martin Dew,Inherent Vice,61935,707,Serena Scott Thomas,USA,20000000,178,6.7,1.85,18000,2014,8740172.175,,,,
Color,Andrew Erwin,49,98,10,402,Sarah Drew,589,10429707,Comedy,Alex Kendrick,Moms' Night Out,10483,2705,Patricia Heaton,USA,5000000,416,5.4,2.35,0,2014,11263295.83,,,,
Color,David Ayer,233,109,453,120,Martin Donovan,1000,10499968,Action,Mireille Enos,Sabotage,47498,1458,Maurice Compte,USA,35000000,206,5.7,1.85,10000,2014,11339172.41,,,,
Color,David Ayer,233,109,453,120,Martin Donovan,1000,10499968,Action,Mireille Enos,Sabotage,47502,1458,Maurice Compte,USA,35000000,206,5.7,1.85,10000,2014,11339172.41,,,,
Color,Damien Chazelle,535,107,141,535,Melissa Benoist,24000,13092000,Drama,J.K. Simmons,Whiplash,399138,26495,Chris Mulkey,USA,3300000,970,8.5,2.4,129000,2014,14138371.2,,,,
 Black and White,Frank Miller,339,102,436,6000,Bruce Willis,23000,13750556,Action,Joseph Gordon-Levitt,Sin City: A Dame to Kill For,111102,49433,Eva Green,USA,65000000,13000,6.5,1.85,32000,2014,14849561.94,,,,
Color,Vic Armstrong,169,110,179,734,Lea Thompson,12000,13998282,Action,Nicolas Cage,Left Behind,24854,15044,Quinton Aaron,USA,16000000,1000,3.1,2.35,31000,2014,15117087.31,,,,
Color,Vic Armstrong,169,110,179,734,Lea Thompson,12000,13998282,Action,Nicolas Cage,Left Behind,24854,15044,Quinton Aaron,USA,16000000,1000,3.1,2.35,31000,2014,15117087.31,,,,
Color,Tim Burton,325,106,13000,309,Danny Huston,11000,14479776,Biography,Christoph Waltz,Big Eyes,55539,12418,Jon Polito,USA,10000000,430,7,1.85,20000,2014,15637064.46,,,,
Color,Gina Prince-Bythewood,71,116,107,658,Nate Parker,893,14612840,Drama,Minnie Driver,Beyond the Lights,11191,3110,Darryl Stephens,USA,7000000,664,6.9,,0,2014,15780763.53,,,,
Color,David Robert Mitchell,533,100,421,159,Ruby Harris,314,14673301,Horror,Maika Monroe,It Follows,112899,1062,Jake Weary,USA,2000000,189,6.9,2.35,45000,2014,15846056.85,,,,
Color,Rob Reiner,107,94,0,197,Annie Parisse,712,15155772,Comedy,Yaya DaCosta,And So It Goes,8895,1673,Frankie Valli,USA,18000000,341,5.7,2.35,3000,2014,16367089.09,,,,
Color,Matt Bettinelli-Olpin,137,89,14,270,Allison Miller,971,15818967,Horror,Zach Gilford,Devil's Due,13913,2517,Vanessa Ray,USA,7000000,479,4,1.85,0,2014,17083289.6,,,,
Color,Sergey Bodrov,175,102,44,766,Djimon Hounsou,12000,17176900,Action,Jeff Bridges,Seventh Son,54501,17098,Olivia Williams,USA,95000000,3000,5.5,2.35,16000,2014,18549754.68,,,,
Color,Anton Corbijn,291,122,210,123,Nina Hoss,22000,17237244,Crime,Philip Seymour Hoffman,A Most Wanted Man,57210,22574,Homayoun Ershadi,UK,15000000,164,6.8,2.35,13000,2014,18614921.64,,,,
Color,Michael Tiddes,69,86,89,511,Essence Atkins,986,17314483,Comedy,Ashley Rickards,A Haunted House 2,14621,4073,Gabriel Iglesias,USA,4000000,713,4.7,1.85,0,2014,18698333.93,,,,
Color,Bille Woodruff,9,106,23,467,Cameron Mills,1000,17382982,Drama,Boris Kodjoe,Addicted,5975,2840,Sharon Leal,USA,5000000,694,5.2,1.85,0,2014,18772307.67,,,,
Color,Richard Glatzer,309,101,25,423,Hunter Parrish,17000,18656400,Drama,Kristen Stewart,Still Alice,86077,19673,Seth Gilliam,USA,5000000,2000,7.5,1.85,45000,2014,20147502.93,,,,
Color,Renny Harlin,156,99,212,182,Luke Newberry,576,18821279,Action,Roxanne McKee,The Legend of Hercules,44891,1520,Gaia Weiss,USA,70000000,358,4.2,2.35,12000,2014,20325559.8,,,,
Color,Stuart Beattie,308,92,72,568,Kevin Grevioux,623,19059018,Action,Caitlin Stasey,"I, Frankenstein",65709,3165,Miranda Otto,Australia,65000000,593,5.1,2.35,15000,2014,20582299.97,,,,
Color,Camille Delamarre,177,100,11,561,Robert Maillet,23000,20285518,Action,Paul Walker,Brick Mansions,32103,25387,RZA,France,28000000,727,5.7,2.35,0,2014,21906827.33,,,,
Color,John Erick Dowdle,196,93,66,161,Edwin Hodge,1000,21197315,Horror,Ben Feldman,"As Above, So Below",49948,1410,Perdita Weeks,USA,5000000,200,6.1,1.85,14000,2014,22891499.23,,,,
Color,Mike Binder,91,121,57,664,Gillian Jacobs,1000,21569041,Drama,Jennifer Ehle,Black or White,8058,3745,Jillian Estell,USA,9000000,837,6.6,2.35,0,2014,23292935.23,,,,
Color,Wally Pfister,355,119,0,968,Morgan Freeman,40000,23014504,Drama,Johnny Depp,Transcendence,172707,54031,Clifton Collins Jr.,UK,100000000,11000,6.3,2.35,37000,2014,24853926.1,,,,
Color,Paul W.S. Anderson,272,105,545,74,Currie Graham,795,23219748,Action,Sasha Roiz,Pompeii,84508,1099,Dylan Schombing,Canada,80000000,172,5.6,2.35,20000,2014,25075574.12,,,,
Color,Shana Feste,98,104,19,942,Bruce Greenwood,15000,23393765,Drama,Alex Pettyfer,Endless Love,31323,18760,Rhys Wakefield,USA,20000000,989,6.3,2.35,0,2014,25263499.34,,,,
Color,Roger Donaldson,172,108,79,537,Akie Kotabe,775,24984868,Action,Luke Bracey,The November Man,50056,3033,Will Patton,USA,15000000,614,6.3,2.35,0,2014,26981770.4,,,,
Color,Chris Rock,161,102,0,555,Romany Malco,3000,25277561,Comedy,Rosario Dawson,Top Five,21672,5592,J.B. Smoove,USA,12000000,966,6.5,2.35,0,2014,27297856.74,,,,
Color,Richard Linklater,548,165,0,127,Lorelei Linklater,230,25359200,Drama,Ellar Coltrane,Boyhood,266020,673,Libby Villari,USA,4000000,193,8,1.85,92000,2014,27386020.69,,,,
